name_1,ra_1,dec_1,GAL_LONG,GAL_LAT,flux,fluxerr,velcenter,velerr_1,w50max,velerr_1a,w20max,velerr_1b,DLG,MHI,a,ra_dec,dec_d,id,id_old,x_geo,y_geo,z_geo,x,y,z,x_min,x_max,y_min,y_max,z_min,z_max,n_pix,n_chan,n_los,rel,bf_a,bf_b1,bf_b2,bf_c,bf_chi2,bf_f_int,bf_f_peak,bf_flag,bf_w,bf_w20,bf_w50,bf_xe,bf_xp,bf_z,ell3s_maj,ell3s_min,ell3s_pa,ell_maj,ell_min,ell_pa,f_int,f_peak,f_wm50,flag,kin_pa,rms,snr_int,w20,w50,wm50,ra_2,dec_2,freq,name_2,Separation,run,cubo
J1837+1958,18:37:15,19:58:38,49.4,12,3.6,0.5,5851,2,358,5,364,7,80.9,9.7,a,279.3125,19.9772222222222,85,1416,220.764,29.703,1419.02,220.914,29.658,1419.853,217,224,27,33,1408,1430,444,23,41,0.448642,,,,,,,,,,,,,,,3.355486,2.691953,-85.79961,2.849852,2.534407,-87.76796,3.324039,0.02421785,0.1382939,0,69.42386,0.0050039,31.52548,21.88076,19.01149,21.62144,279.3181,19.982512,1393172220,SoFiA J183716.35+195857.0,26.8981056578235,11,1845+22
J1847+2256,18:47:55,22:56:38,53.2,11,6.1,0.8,4358,3,422,7,435,10,62.2,9.7,a,281.979166666667,22.9438888888889,130,1846,71.878,207.185,1758.866,71.947,207.107,1758.918,68,76,203,211,1750,1767,696,18,59,0.579637,,,,,,,,,,,,,,,3.645495,3.055007,-20.69242,3.241699,3.064444,-4.55582,4.705749,0.02890861,0.3659925,0,354.4443,0.0042854,41.62295,14.8074,11.23682,13.12162,281.97495,22.950266,1399967620,SoFiA J184753.99+225701.0,26.8867011881774,11,1845+22
J1844+2147,18:44:55,21:47:37,51.9,11.1,6.2,0.7,4420,6,246,11,309,17,63.6,9.8,a,281.229166666667,21.7936111111111,111,1727,113.421,137.584,1711.409,113.501,137.571,1710.92,108,120,132,144,1673,1737,3072,65,126,0.603526,,,,,,,,,,,,,,,5.334206,4.006153,22.33482,4.143456,3.842216,20.28773,19.54507,0.0385026,1.249633,0,359.5458,0.0052373,67.33137,61.78978,54.6372,5.627803,281.22305,21.792852,1399005570,SoFiA J184453.53+214734.3,20.6179853724932,11,1845+22
J1840+2340b,18:40:46,23:40:52,53.2,12.8,6,0.6,4804,4,467,9,497,13,69.4,9.8,a,280.191666666667,23.6811111111111,99,1575,168.816,250.7,1575.687,168.991,250.781,1575.519,164,173,247,255,1569,1583,533,15,64,0.531446,4.420612E-06,0.01028027,0.7296223,0,24.45638,2.871152,0.3401856,6,-0.3184938,12.3048,8.243895,783.5051,1567.135,0,3.473129,2.708552,-19.03357,3.45245,3.130203,81.57781,2.908082,0.01907778,0.2741834,0,14.40185,0.0042391,29.71432,12.87279,9.524251,10.41862,280.2128,23.67675,1396291840,SoFiA J184051.07+234036.3,71.418680227656,12,1845+22
J1837+2204,18:37:53,22:04:10,51.4,12.7,0,,4100,,0,,0,,0,0,a,279.470833333333,22.0694444444444,131,1857,210.252,153.538,1776.666,210.627,154.106,1776.192,205,217,148,160,1761,1792,2311,32,119,0.759151,5.36134E-06,0.006428334,0.001074103,0,426.5147,16.90042,0.7240569,4,-0.04349367,33.78591,23.93453,879.0032,1758.043,0,6.038464,4.226928,-85.7127,4.931733,4.571898,65.37469,17.04231,0.0558167,0.7248517,4,203.8175,0.005904,60.04552,28.75268,25.7641,26.24932,279.4761,22.058933,1400313860,SoFiA J183754.26+220332.2,41.7276540678531,12,1845+22
J1848+2309,18:48:33,23:09:35,53.5,10.9,1.2,0.3,4287,3,158,5,166,8,61.3,9,a,282.1375,23.1597222222222,122,1791,63.807,218.614,1729.932,64.003,218.842,1730.023,59,69,214,222,1717,1741,818,25,77,0.573277,0.224274,0.03134246,0.001486229,0,213.7637,3.816141,0.2365261,3,-0.08003062,28,14.73052,857.5157,1715.08,0,4.431529,3.227207,75.19697,4.343268,3.313933,62.12822,3.990358,0.01926626,0.08938486,0,242.3068,0.0047405,29.4311,23.55196,4.597516,24.27071,282.12,23.145193,1399388540,SoFiA J184828.80+230842.7,78.058324564935,12,1845+22
J1849+2314,18:49:55,23:14:53,53.7,10.7,2.3,0.4,4211,5,175,10,198,15,60.5,9.3,a,282.479166666667,23.2480555555556,125,1814,43.939,225.405,1744.977,43.883,225.45,1744.853,39,48,221,230,1731,1772,1294,42,79,0.724583,7.580304E-07,0.001249596,0.001517379,0,553.6297,6.85674,0.3111296,4,-0.05126883,31.62606,21.10357,860.0006,1720.051,0,4.220176,3.471822,38.14084,3.789388,3.181726,26.19881,7.257527,0.02442612,0.1816292,0,192.6737,0.0044601,46.52943,36.86714,36.18738,36.82732,282.48575,23.253057,1399685760,SoFiA J184956.58+231511.0,28.2518189594071,12,1845+22
J1839+2210,18:39:10,22:10:53,51.7,12.5,2.5,0.5,4894,8,184,16,236,24,74.1,9.5,a,279.791666666667,22.1813888888889,103,1629,192.484,160.941,1613.936,192.54,161.078,1613.798,189,196,158,164,1604,1622,455,19,43,0.445764,0.08998478,0.06406296,0.005356743,0,145.5662,2.780662,0.2045479,4,-0.07719399,18.9013,13.99717,801.532,1603.077,0,2.954936,2.75291,36.04004,2.714729,2.609199,67.19263,2.94658,0.02012032,0.3600724,0,296.0999,0.0045355,30.45727,17.06125,14.14288,12.42897,279.80026,22.178299,1397059070,SoFiA J183912.06+221041.9,30.7383846116303,12,1845+22
J1842+2136,18:42:58,21:36:15,51.5,11.4,2.7,0.3,4399,5,225,9,258,14,64.6,9.4,a,280.741666666667,21.6041666666667,109,1724,140.655,126.178,1715.778,140.71,126.296,1715.51,133,147,121,131,1684,1735,1995,52,104,0.782029,0.4241737,0.01628852,0.07088864,0,470.3833,10.83582,0.3490712,6,-0.2070395,54.2815,24.77947,842.5081,1685.049,0,6.491825,3.671187,-71.77197,4.414384,3.509059,-78.93531,11.19792,0.0212913,0.07426493,0,83.07558,0.0047561,52.76544,49.04738,26.20019,49.8971,280.73535,21.60413,1399097600,SoFiA J184256.48+213614.9,21.1376981807599,12,1845+22
J1845+2135,18:45:25,21:35:40,51.7,10.9,2.7,0.4,3325,3,226,6,234,8,47.2,9.2,a,281.354166666667,21.5944444444444,157,2066,106.813,124.447,1925.693,106.801,124.491,1926.169,101,113,119,130,1915,1936,1378,22,121,0.733132,0.1103339,0.04425792,0.003405179,0,48.041,6.065951,0.4713511,4,-0.09042212,18.75048,12.35986,956.5221,1913.09,0,5.876017,4.560058,-57.85967,5.579256,4.776555,-62.44978,5.998354,0.01941667,0.2396627,0,166.2048,0.0045308,35.66428,18.6023,10.98546,18.28271,281.34317,21.574823,1403319550,SoFiA J184522.36+213429.4,79.6523442898957,12,1845+22
J1840+2304,18:40:57,23:04:52,52.7,12.5,2.8,0.4,4110,4,244,9,266,13,61.6,9.4,a,280.2375,23.0811111111111,137,1894,168.055,215.464,1790.211,167.826,215.501,1790.558,164,172,212,219,1782,1799,603,18,58,0.576438,6.787479E-05,0.07585763,0.4589121,0,54.70794,3.562657,0.2827719,6,-0.2344523,17.57965,12.9679,890.0379,1780.082,0,3.234781,2.722225,50.77348,3.191283,2.923346,88.58788,3.486027,0.02214117,0,0,70.71426,0.0044021,32.24837,15.82336,12.13883,0,280.2385,23.088697,1400601730,SoFiA J184057.24+230519.3,27.5087807553679,12,1845+22
J1837+1958,18:37:15,19:58:38,49.4,12,3.6,0.5,5851,2,358,5,364,7,80.9,9.7,a,279.3125,19.9772222222222,85,1416,220.764,29.703,1419.02,220.914,29.658,1419.853,217,224,27,33,1408,1430,444,23,41,0.448642,0.3205398,0.01576287,0,0,421.807,-11729469700000,0.08013495,4,0,0.0002805494,0.0001753433,703.0079,1406,0,3.355486,2.691953,-85.79961,2.849852,2.534407,-87.76796,3.324039,0.02421785,0.1382939,0,69.42386,0.0050039,31.52548,21.88076,19.01149,21.62144,279.3181,19.982512,1393172220,SoFiA J183716.35+195857.0,26.8981056578235,12,1845+22
J1847+2256,18:47:55,22:56:38,53.2,11,6.1,0.8,4358,3,422,7,435,10,62.2,9.7,a,281.979166666667,22.9438888888889,130,1846,71.878,207.185,1758.866,71.947,207.107,1758.918,68,76,203,211,1750,1767,696,18,59,0.579637,0.2265685,0.03719562,0.001274729,0,325.3056,4.206233,0.4409212,3,-0.1323513,13.53679,8.693797,874.0186,1748.132,0,3.645495,3.055007,-20.69242,3.241699,3.064444,-4.55582,4.705749,0.02890861,0.3659925,0,354.4443,0.0042854,41.62295,14.8074,11.23682,13.12162,281.97495,22.950266,1399967620,SoFiA J184753.99+225701.0,26.8867011881774,12,1845+22
J1844+2147,18:44:55,21:47:37,51.9,11.1,6.2,0.7,4420,6,246,11,309,17,63.6,9.8,a,281.229166666667,21.7936111111111,111,1727,113.421,137.584,1711.409,113.501,137.571,1710.92,108,120,132,144,1673,1737,3072,65,126,0.603526,0.6373029,0.01873611,0.05914272,0,683.9697,-4375992070000,0.1593257,6,-0.1967894,0.02294141,0.01433838,836.5094,1673.034,0,5.334206,4.006153,22.33482,4.143456,3.842216,20.28773,19.54507,0.0385026,1.249633,0,359.5458,0.0052373,67.33137,61.78978,54.6372,5.627803,281.22305,21.792852,1399005570,SoFiA J184453.53+214734.3,20.6179853724932,12,1845+22
J1839+2343,18:39:48,23:43:08,53.2,13,2.2,0.5,4763,7,170,13,212,20,69,9.4,a,279.95,23.7188888888889,32,1056,183.577,252.309,1622.103,183.562,252.522,1622.969,182,185,250,255,1612,1629,97,18,16,0.471705,0.06365864,0.02402323,0.01147342,0,71.54307,1.226404,0.08606046,4,-0.06905052,18.89035,14.59677,806.012,1612.069,0,2.79671,0.9795444,-3.793803,2.113014,1.260753,2.737141,1.087005,0.02700516,0,0,315.648,0.0061122,18.05723,13.2228,7.898605,0,279.9473,23.703932,1397242880,SoFiA J183947.35+234214.2,54.5780508163185,17,1845+22
J1840+2129,18:40:10,21:29:30,51.1,12,3,0.4,4227,3,249,7,261,10,63.1,9.5,a,280.041666666667,21.4916666666667,50,977,179.062,119.107,1761.199,179.168,119.49,1761.354,172,186,112,124,1749,1774,1722,26,133,0.682513,,,,,,,,,,,,,,,5.261727,4.034491,17.92247,4.734648,4.571438,22.8165,7.647607,0.02133442,0.4792888,0,223.5787,0.004491,41.03583,23.50105,17.92408,19.83509,280.04684,21.487114,1400016380,SoFiA J184011.24+212913.6,23.8631920668296,18,1845+22
J1840+2340b,18:40:46,23:40:52,53.2,12.8,6,0.6,4804,4,467,9,497,13,69.4,9.8,a,280.191666666667,23.6811111111111,39,862,169.867,252.899,1649.716,169.882,252.471,1651.308,160,176,247,259,1614,1672,2100,59,134,0.721514,,,,,,,,,,,,,,,8.118533,4.88525,72.97067,5.888084,4.441429,72.93823,10.60668,0.0249083,0.3773139,0,50.34167,0.0045145,51.28169,43.98783,33.9979,38.2147,280.19635,23.704828,1397810940,SoFiA J184047.12+234217.4,86.7664216572417,18,1845+22
J1842+2136,18:42:58,21:36:15,51.5,11.4,2.7,0.3,4399,5,225,9,258,14,64.6,9.4,a,280.741666666667,21.6041666666667,45,913,140.702,126.291,1716.317,140.763,126.37,1716.377,134,147,122,131,1685,1734,1790,50,95,0.662951,,,,,,,,,,,,,,,5.719522,3.603672,-74.05873,4.127256,3.429788,-80.64034,10.36612,0.0212913,0.2991989,0,86.51962,0.0046909,52.45208,47.44892,25.69917,43.79716,280.73438,21.605354,1399115010,SoFiA J184256.25+213619.3,24.7775006046475,18,1845+22
J1845+2135,18:45:25,21:35:40,51.7,10.9,2.7,0.4,3325,3,226,6,234,8,47.2,9.2,a,281.354166666667,21.5944444444444,62,1092,106.767,124.456,1925.781,106.763,124.522,1926.237,101,113,119,130,1915,1936,1230,22,118,0.605402,,,,,,,,,,,,,,,5.319281,4.18582,-48.39955,5.417923,4.675362,-58.03528,5.535008,0.01941667,0.05697821,0,350.0484,0.0045303,34.83694,18.08222,10.90251,19.78541,281.34387,21.57534,1403320960,SoFiA J184522.53+213431.2,76.9259858596625,18,1845+22
J1845+2124,18:45:05,21:24:49,51.5,10.9,2,0.4,4457,4,178,7,194,11,63.4,9.3,a,281.270833333333,21.4136111111111,22,6780,110.979,115.028,1703.56,110.962,115.09,1704.687,109,113,113,118,1680,1717,423,38,26,0.734334,,,,,,,,,,,,,,,3.350656,2.290328,13.715,2.755831,1.894662,-2.899191,4.162891,0.02757337,0,0,331.5163,0.0047831,42.36693,20.56448,12.09181,0,281.2686,21.418158,1398880640,SoFiA J184504.46+212505.4,18.0182102962339,22,1845+22
J1851+1954,18:51:40,19:54:14,50.8,8.9,1.6,0.3,3988,8,117,15,170,23,55.1,9.1,a,282.916666666667,19.9038888888889,25,7215,18.149,24.921,1802.673,18.102,24.818,1804.065,17,19,23,26,1788,1812,101,25,10,0.773937,,,,,,,,,,,,,,,1.975349,1.576256,-2.905609,1.610056,1.232527,-19.42808,1.102551,0.02571287,0.09289544,0,162.9552,0.0052135,21.04303,19.94615,3.066294,10.07669,282.91464,19.90474,1400872450,SoFiA J185139.51+195417.1,7.50518593671264,22,1845+22
J1845+2124,18:45:05,21:24:49,51.5,10.9,2,0.4,4457,4,178,7,194,11,63.4,9.3,a,281.270833333333,21.4136111111111,21,5010,110.966,115.076,1703.69,110.95,115.151,1704.96,109,113,113,118,1681,1716,381,36,26,0.65904,,,,,,,,,,,,,,,3.137678,2.141607,1.681313,2.687378,1.8295,-2.150556,3.757802,0.02757337,0.06692562,0,323.1261,0.0048891,39.42905,20.3785,11.61081,31.38016,281.2688,21.419172,1398886140,SoFiA J184504.51+212509.0,21.149505043947,23,1845+22
J1851+1954,18:51:40,19:54:14,50.8,8.9,1.6,0.3,3988,8,117,15,170,23,55.1,9.1,a,282.916666666667,19.9038888888889,22,5320,18.058,24.872,1802.965,18.047,24.793,1804.745,17,19,23,26,1788,1811,86,24,10,0.674682,,,,,,,,,,,,,,,1.974852,1.417172,-17.74324,1.564274,1.19142,-9.397251,0.9819757,0.02571287,0.02378857,0,162.6227,0.0053965,19.85412,6.646076,2.760542,22.91489,282.9156,19.904305,1400886020,SoFiA J185139.74+195415.5,3.9447173575095,23,1845+22
J1845+2124,18:45:05,21:24:49,51.5,10.9,2,0.4,4457,4,178,7,194,11,63.4,9.3,a,281.270833333333,21.4136111111111,86,2501,110.982,115.147,1707.102,111.016,115.191,1707.778,109,113,113,118,1696,1716,225,21,21,0.562299,,,,,,,,,,,,,,,2.88365,2.235145,14.4031,2.495778,1.73684,-5.106251,2.59772,0.02757337,0.1626285,0,150.419,0.0046026,37.62654,16.78778,9.183496,15.95919,281.2676,21.419836,1398942590,SoFiA J184504.23+212511.4,24.8796045744846,24,1845+22
J1851+1954,18:51:40,19:54:14,50.8,8.9,1.6,0.3,3988,8,117,15,170,23,55.1,9.1,a,282.916666666667,19.9038888888889,93,2647,18.03,25.03,1808.03,17.963,24.861,1808.799,17,19,24,26,1804,1811,33,8,8,0.735321,,,,,,,,,,,,,,,1.541317,1.507441,-23.94148,1.6061,1.15183,-36.30434,0.4496001,0.02571287,0.05798966,0,133.5515,0.0054523,14.35461,6.64458,2.245398,6.657259,282.9171,19.90542,1400967300,SoFiA J185140.11+195419.5,5.71748330403247,24,1845+22
J1846+2302,18:46:33,23:02:49,53.2,11.3,2.1,0.4,4243,5,195,10,216,15,60.9,9.3,a,281.6375,23.0469444444444,89,2525,89.654,213.154,1728.115,89.543,213.194,1727.788,89,90,212,214,1724,1732,26,9,6,0.580319,,,,,,,,,,,,,,,1.663341,1.043702,-3.240776,1.465752,1.011366,7.382393,0.2735482,0.02210961,0,0,241.2553,0.0045638,11.75487,6.77056,1.704831,0,281.65677,23.052809,1399343740,SoFiA J184637.62+230310.1,67.2303736468408,24,1845+22
J1839+2343,18:39:48,23:43:08,53.2,13,2.2,0.5,4763,7,170,13,212,20,69,9.4,a,279.95,23.7188888888889,84,2428,183.595,252.232,1622.619,183.568,252.406,1623.178,182,185,250,255,1610,1630,168,21,21,0.626506,,,,,,,,,,,,,,,3.296595,1.758025,14.4662,2.568914,1.661006,11.20407,1.832887,0.02700516,0.1077243,0,185.0894,0.0058538,24.15684,13.18001,3.655493,13.17423,279.9472,23.701992,1397247100,SoFiA J183947.33+234207.2,61.5225619738602,24,1845+22
J1845+2135,18:45:25,21:35:40,51.7,10.9,2.7,0.4,3325,3,226,6,234,8,47.2,9.2,a,281.354166666667,21.5944444444444,101,2806,106.308,125.41,1930.103,106.36,125.527,1930.55,105,107,124,127,1926,1934,39,9,8,0.54662,,,,,,,,,,,,,,,1.813375,0.9279251,-25.22121,1.745855,0.9370454,-31.00647,0.4362773,0.01941667,0.05666831,0,121.5738,0.0049565,14.09475,7.262351,6.513765,6.826059,281.3511,21.592081,1403407360,SoFiA J184524.26+213531.5,13.3205812710046,24,1845+22
J1845+2124,18:45:05,21:24:49,51.5,10.9,2,0.4,4457,4,178,7,194,11,63.4,9.3,a,281.270833333333,21.4136111111111,124,2155,111.013,115.108,1707.081,111.044,115.166,1707.796,109,113,113,118,1696,1716,223,21,21,0.525912,,,,,,,,,,,,,,,2.885412,2.145728,5.912009,2.546623,1.672267,-4.354294,2.55188,0.02757337,0.1526672,0,144.4857,0.0046414,36.81789,17.0182,9.784875,16.33807,281.26712,21.419434,1398942980,SoFiA J184504.11+212510.0,24.3763711134575,25,1845+22
J1851+1954,18:51:40,19:54:14,50.8,8.9,1.6,0.3,3988,8,117,15,170,23,55.1,9.1,a,282.916666666667,19.9038888888889,132,2271,17.963,25.148,1808.074,17.935,24.956,1808.892,17,19,24,26,1804,1811,27,8,7,0.593112,,,,,,,,,,,,,,,1.690596,1.176143,-38.55062,1.52346,1.05385,-26.14201,0.3730275,0.02571287,0.05305075,0,150.3781,0.0060941,11.78014,4.368741,2.324112,4.272179,282.91763,19.907,1400969090,SoFiA J185140.23+195425.2,11.6665001163239,25,1845+22
J1846+2302,18:46:33,23:02:49,53.2,11.3,2.1,0.4,4243,5,195,10,216,15,60.9,9.3,a,281.6375,23.0469444444444,127,2171,89.609,212.957,1727.783,89.564,213.121,1727.06,89,90,212,214,1724,1731,23,8,6,0.514416,,,,,,,,,,,,,,,1.492894,1,11.30993,1.515339,0.9953128,-1.257463,0.2144623,0.02210961,0.03343676,0,298.1092,0.0048848,9.154699,5.641148,3.494023,4.900062,281.65637,23.051601,1399329150,SoFiA J184637.53+230305.8,64.7246941785708,25,1845+22
J1839+2343,18:39:48,23:43:08,53.2,13,2.2,0.5,4763,7,170,13,212,20,69,9.4,a,279.95,23.7188888888889,122,2098,183.577,252.148,1623.235,183.606,252.312,1623.9,182,186,250,255,1611,1630,149,20,23,0.439254,,,,,,,,,,,,,,,3.040819,2.0783,26.44824,2.635265,1.747429,16.19694,1.710886,0.02700516,0.1506182,0,201.7845,0.0057584,24.42223,13.7689,9.169924,11.95709,279.94653,23.700426,1397261570,SoFiA J183947.17+234201.5,67.4411684203525,25,1845+22
J1840+2304,18:40:57,23:04:52,52.7,12.5,2.8,0.4,4110,4,244,9,266,13,61.6,9.4,a,280.2375,23.0811111111111,130,2202,168.6,214.633,1755.767,168.645,214.648,1755.828,168,169,214,215,1751,1760,30,10,4,0.414044,,,,,,,,,,,,,,,1.155684,0.6814642,45.43845,1.113982,0.7721363,45.50022,0.2800593,0.01784707,0.02874025,0,204.2343,0.0034715,14.72894,9.087692,8.545427,8.754713,280.22375,23.074394,1399905540,SoFiA J184053.70+230427.8,51.5462041353649,25,1845+22
J1840+2412,18:40:20,24:12:03,53.7,13.1,6.7,1,4011,5,627,10,644,15,56.4,9.7,a,280.083333333333,24.2008333333333,129,2180,175.298,283.638,1729.617,175.327,283.738,1729.508,174,177,282,285,1727,1733,47,7,13,0.43375,,,,,,,,,,,,,,,2.309744,1.31082,63.7843,1.985196,1.38264,52.69211,0.6393312,0.02333369,0.1035901,0,260.2891,0.0056642,16.64215,5.525859,3.424712,5.278273,280.09256,24.225615,1399378050,SoFiA J184022.21+241332.2,94.215322519511,25,1845+22
J1845+2124,18:45:05,21:24:49,51.5,10.9,2,0.4,4457,4,178,7,194,11,63.4,9.3,a,281.270833333333,21.4136111111111,86,925,111.165,114.633,1706,111.221,114.758,1706.499,106,116,109,120,1694,1718,1625,25,108,0.517441,,,,,,,,,,,,,,,5.20288,3.466425,35.51095,4.783257,3.854368,29.2293,8.145358,0.02757337,0.4553172,0,301.4656,0.0046037,43.89132,22.17694,17.87576,20.12097,281.26395,21.412634,1398916990,SoFiA J184503.34+212445.5,23.3476726145862,26,1845+22
J1840+2129,18:40:10,21:29:30,51.1,12,3,0.4,4227,3,249,7,261,10,63.1,9.5,a,280.041666666667,21.4916666666667,93,977,179.062,119.107,1761.199,179.168,119.49,1761.354,172,186,112,124,1749,1774,1722,26,133,0.682513,,,,,,,,,,,,,,,5.349232,4.062745,22.43543,4.734648,4.571438,22.8165,7.647607,0.02133442,0.4792888,0,44.89159,0.0044505,41.4099,23.50105,17.92408,19.83509,280.04684,21.487114,1400016380,SoFiA J184011.24+212913.6,23.8631920668296,26,1845+22
J1840+2340b,18:40:46,23:40:52,53.2,12.8,6,0.6,4804,4,467,9,497,13,69.4,9.8,a,280.191666666667,23.6811111111111,75,862,169.867,252.899,1649.716,169.882,252.471,1651.308,160,176,247,259,1614,1672,2100,59,134,0.721514,,,,,,,,,,,,,,,8.118533,4.88525,72.97067,5.888084,4.441429,72.93823,10.60668,0.0249083,0.3773139,0,49.60618,0.0044751,51.73363,43.98783,33.9979,38.2147,280.19635,23.704828,1397810940,SoFiA J184047.12+234217.4,86.7664216572417,26,1845+22
